age,sleep_hours,exercise_days,diet_quality,genetic_variant,social_text,sentiment_score,risk_score
0.7872340425531915,0.20744746083540122,0.42857142857142855,0.6666666666666665,0.0,Poor which threat best firm.,0.5185185185185185,78.40277060900685
0.8723404255319148,0.9079102817102895,0.42857142857142855,0.5555555555555556,0.0,Cell sister hope message poor bit base.,0.1111111111111111,4.508312006879212
0.46808510638297873,0.5292721094669925,1.0,0.4444444444444445,1.0,Fire authority call use sometimes democratic school officer.,0.4444444444444445,0.3807265693184014
0.9999999999999999,0.1598583158817517,0.14285714285714285,0.7777777777777777,1.0,Compare trial with already standard music who.,0.4444444444444445,29.77083140320389
0.42553191489361697,0.8332068193463302,0.7142857142857142,0.3333333333333333,1.0,It third while she fire.,0.4444444444444445,71.96961712084237
0.12765957446808507,0.06877091042804429,0.0,0.7777777777777777,0.0,Off moment one direction.,0.4444444444444445,92.14081277759942
0.9574468085106383,0.07962788408896093,0.42857142857142855,1.0,1.0,Third north side raise.,0.4444444444444445,10.911093555067495
0.9999999999999999,0.5429582418253283,0.14285714285714285,0.8888888888888888,0.0,More claim left.,0.5833333333333334,6.106010378035576
0.10638297872340424,0.17545040497884323,0.7142857142857142,0.4444444444444445,1.0,Employee bit tree official.,0.4444444444444445,45.91223094445675
0.5106382978723404,0.5005567399912842,0.7142857142857142,0.4444444444444445,1.0,Rule person son answer movie.,0.4444444444444445,59.45270076222538
0.7659574468085105,0.31368887047869887,0.7142857142857142,0.6666666666666665,0.0,Person back test note adult arrive each.,0.47222222222222227,87.9900179992678
0.2978723404255319,0.005342488410452928,0.14285714285714285,1.0,0.0,Beyond represent cup picture free know miss exist.,0.6666666666666667,71.67906304298145
0.23404255319148937,0.8934523815799307,0.0,0.7777777777777777,0.0,Enough ball system finally she specific be.,0.4444444444444445,22.748658372710597
0.04255319148936171,0.3298467557506659,0.2857142857142857,0.6666666666666665,0.0,Kid mention store environment start report three rest.,0.4444444444444445,84.97503187737581
0.44680851063829785,0.8257400687217717,0.2857142857142857,0.5555555555555556,0.0,Today vote so physical.,0.4444444444444445,31.670593375865195
0.8085106382978723,0.9746695976430706,0.0,0.6666666666666665,1.0,Risk special deep effect performance card trade.,0.5436507936507936,26.972719784735776
0.7659574468085105,0.5955147214591947,0.42857142857142855,0.4444444444444445,0.0,Glass glass personal maintain discover recent.,0.4444444444444445,3.5359372699399816
0.6170212765957447,0.7418187693868461,0.8571428571428571,0.2222222222222222,1.0,Tonight plan man only staff event.,0.4444444444444445,71.54343665026569
0.17021276595744683,0.2525244373892729,0.7142857142857142,0.6666666666666665,1.0,Partner use skill stand take full else.,0.638888888888889,20.822300107303334
0.14893617021276595,0.09451371699609357,0.0,0.2222222222222222,0.0,Again will degree red.,0.4444444444444445,84.73127617530801
0.5744680851063829,0.09403669442480378,0.14285714285714285,0.7777777777777777,0.0,Near various campaign at nor.,0.47222222222222227,41.28805443954692
0.8936170212765958,0.4634965622479861,0.14285714285714285,0.2222222222222222,1.0,Have public occur leave democratic.,0.4444444444444445,99.41779471255686
0.7872340425531915,0.7495707522480533,0.0,0.1111111111111111,0.0,Carry a live fund bar.,0.5202020202020202,1.4594066487505497
0.6170212765957447,0.9243625835904452,0.0,1.0,0.0,Consumer behind option dog discuss authority interesting.,0.4722222222222222,90.886993882213
0.276595744680851,0.3047033452719321,0.7142857142857142,0.1111111111111111,1.0,Ok wide society decide.,0.5555555555555556,52.92001826799044
0.36170212765957444,0.8366353998579634,0.8571428571428571,0.5555555555555556,0.0,Appear western rather fight.,0.4444444444444445,32.419673811128426
0.6170212765957447,0.41054465041231336,1.0,0.7777777777777777,1.0,Hand attention media economy age site.,0.4444444444444445,30.152538835459808
0.702127659574468,0.04958178211566422,0.2857142857142857,0.4444444444444445,0.0,Central college industry else.,0.4444444444444445,57.11340842209793
0.6595744680851064,0.6790265266007756,0.8571428571428571,1.0,0.0,Others ok none find carry dinner network.,0.7222222222222223,19.95711745124674
0.36170212765957444,0.964749479169662,0.14285714285714285,0.8888888888888888,0.0,Decide policy when student safe particular.,0.6296296296296297,55.30283370329082
0.34042553191489355,0.9970973770512026,1.0,0.4444444444444445,1.0,Exist if evening necessary.,0.4444444444444445,37.45204921328711
0.9148936170212766,0.8188369665049142,0.2857142857142857,0.8888888888888888,0.0,Lawyer consider bed training hear concern report.,0.4444444444444445,24.46472860654457
0.46808510638297873,0.34116135587874274,0.2857142857142857,0.8888888888888888,1.0,Establish for figure simply modern anything.,0.5555555555555556,57.45984696052459
0.10638297872340424,0.757635869247943,0.5714285714285714,0.1111111111111111,1.0,However deep like.,0.4444444444444445,11.289895929968274
0.5957446808510638,0.2240433142117051,0.42857142857142855,0.1111111111111111,0.0,Perform goal build.,0.4444444444444445,41.92923769463892
0.42553191489361697,0.2538019062670491,0.8571428571428571,0.4444444444444445,1.0,Public figure campaign husband suddenly let important.,0.5185185185185185,8.392355111134076
0.7659574468085105,0.9169031909245966,0.5714285714285714,0.5555555555555556,1.0,Institution officer identify window force one help strong.,0.6851851851851852,54.85659567842881
0.021276595744680826,0.0030981561268312863,0.2857142857142857,0.5555555555555556,0.0,Want score somebody media.,0.4444444444444445,69.61265223782391
0.851063829787234,0.04980611868511908,0.8571428571428571,0.8888888888888888,0.0,Common left goal hot board final.,0.4375000000000001,44.05546633344236
0.8936170212765958,0.7067836871489255,0.7142857142857142,0.0,1.0,East executive theory memory watch.,0.4444444444444445,33.369389515063894
0.9148936170212766,0.16069233723041199,0.5714285714285714,0.2222222222222222,1.0,Real radio see television example.,0.5555555555555556,99.80718488433716
0.6808510638297872,0.4279992727504771,0.5714285714285714,0.7777777777777777,1.0,Deep start meet me.,0.4444444444444445,98.41564603716456
0.44680851063829785,0.9432831437495097,0.14285714285714285,0.8888888888888888,1.0,Her if drug inside lot run step.,0.4444444444444445,89.75481103830273
0.9999999999999999,0.29802857594042365,0.0,0.5555555555555556,1.0,Project edge local off couple.,0.4444444444444445,71.30947598583556
0.9999999999999999,0.9353581331328762,0.2857142857142857,0.5555555555555556,1.0,Husband professional relate city.,0.5,75.08066497807361
0.5744680851063829,0.3336326817379798,0.42857142857142855,0.8888888888888888,0.0,Pull often position share easy parent certainly.,0.6243386243386244,51.38768659593451
0.23404255319148937,0.42153557169903766,0.8571428571428571,0.8888888888888888,0.0,Maybe media few economy.,0.33333333333333337,73.77377955797894
0.9787234042553191,0.7983829984583877,0.2857142857142857,0.2222222222222222,1.0,Onto computer history present short everybody.,0.4444444444444445,59.162401822368935
0.3191489361702128,0.9047461498211715,0.42857142857142855,0.4444444444444445,0.0,Leg sense method season move just law.,0.4444444444444445,17.4325940909975
0.3829787234042553,0.889045816345007,0.7142857142857142,0.4444444444444445,0.0,Center measure once visit.,0.3888888888888889,80.5881848802698
0.5319148936170213,0.3914000310929817,0.2857142857142857,0.3333333333333333,1.0,You yard during make.,0.4444444444444445,14.136682548033663
0.6170212765957447,0.5521880238831196,0.7142857142857142,0.2222222222222222,0.0,Tax suffer big talk difference.,0.4444444444444445,73.8740557167419
0.23404255319148937,0.23809860900420377,0.0,1.0,0.0,That baby speech message.,0.4444444444444445,93.4340703049672
0.8085106382978723,0.18483936300073578,0.14285714285714285,0.4444444444444445,1.0,Go PM assume edge shoulder minute.,0.4444444444444445,67.28613806718388
0.12765957446808507,0.16212080659637196,0.8571428571428571,0.0,1.0,Sort water fear all size be oil.,0.4444444444444445,51.67748854725873
0.10638297872340424,0.3860758104574238,0.8571428571428571,0.8888888888888888,0.0,Model able international almost early authority technology decade.,0.5555555555555556,67.69592248573392
0.6595744680851064,0.19177821518814486,0.14285714285714285,0.5555555555555556,0.0,Month to opportunity.,0.4444444444444445,74.50916732287477
0.04255319148936171,0.8621544800004812,0.0,0.2222222222222222,1.0,Surface ago amount west.,0.4444444444444445,84.69566274255284
0.8723404255319148,0.8590797480087102,1.0,0.7777777777777777,1.0,Need rest machine study also four institution opportunity.,0.4444444444444445,66.95129353145616
0.34042553191489355,0.6757255305637351,0.7142857142857142,1.0,1.0,Very room medical seven read generation information.,0.5,47.97428699269864
0.5744680851063829,0.47428898119115304,0.14285714285714285,0.5555555555555556,0.0,Could senior property production nothing off artist.,0.4444444444444445,42.34142535991909
0.6808510638297872,0.07030244350995785,0.7142857142857142,0.0,0.0,Research agreement best east risk provide fear ten.,0.7222222222222223,91.03148099753312
0.6382978723404255,0.9340536432793101,0.42857142857142855,0.6666666666666665,1.0,Participant focus indeed country.,0.4444444444444445,45.57789027485158
0.7872340425531915,0.6810287813837563,1.0,0.1111111111111111,1.0,Your production enter want film moment.,0.4444444444444445,53.239099560910816
0.1914893617021276,0.45234695913221956,0.2857142857142857,0.1111111111111111,1.0,Cause arrive treat character pay guess prepare.,0.4444444444444445,89.79774110844214
0.851063829787234,0.5447102778159933,0.5714285714285714,0.8888888888888888,1.0,Manager image red other already.,0.40972222222222227,39.78892752681468
0.1914893617021276,0.7638921188679209,0.14285714285714285,0.7777777777777777,1.0,Recent age realize especially direction cell really.,0.48148148148148145,15.777549242597187
0.21276595744680848,0.8696748866231454,0.7142857142857142,0.3333333333333333,1.0,Important window after many.,0.6944444444444444,84.94377145806449
0.44680851063829785,0.9207580960793025,0.5714285714285714,0.0,0.0,Language gun worry choice purpose difference black.,0.3518518518518519,89.13086549388535
0.6808510638297872,0.3535292426243424,0.0,0.8888888888888888,0.0,Class between since late front building.,0.2777777777777778,77.73915598871649
0.21276595744680848,0.37108476453031924,0.2857142857142857,0.0,0.0,This Congress lead drug while since nothing.,0.4444444444444445,28.630521541564548
0.5957446808510638,0.4798126084160803,1.0,0.6666666666666665,1.0,Baby team list page.,0.4444444444444445,97.41472297198987
0.12765957446808507,0.6198347558796211,0.0,0.3333333333333333,1.0,Shoulder international reveal.,0.4444444444444445,75.63246318544972
0.7659574468085105,0.04459316052847051,1.0,0.6666666666666665,1.0,Song lot board reach sell evidence account.,0.4444444444444445,66.97197650670024
0.34042553191489355,0.7113687695660795,0.14285714285714285,0.4444444444444445,0.0,Once impact college help my material add.,0.4444444444444445,98.90405110872828
0.7872340425531915,0.8888680811932601,1.0,1.0,1.0,Republican security avoid recognize such allow.,0.4444444444444445,67.9512659615937
0.36170212765957444,0.029704252916530227,1.0,0.4444444444444445,0.0,Base now real nature letter bring.,0.2777777777777778,94.16118616684908
0.36170212765957444,0.053542898748261014,0.7142857142857142,0.8888888888888888,0.0,Impact gun theory oil.,0.4444444444444445,38.14650746414656
0.5106382978723404,0.18128353843670497,0.0,0.0,0.0,Wall tough card.,0.22839506172839508,43.048169142394286
0.7659574468085105,0.12208653906531541,0.7142857142857142,0.6666666666666665,0.0,When such hard short president.,0.39043209876543217,67.63136822899165
0.021276595744680826,0.4732642748202722,0.0,0.7777777777777777,1.0,Yourself create south bring use know responsibility color.,0.4444444444444445,48.034597185594166
0.8723404255319148,0.3749704240571432,0.7142857142857142,0.4444444444444445,1.0,Director father eye quality interesting time.,0.7222222222222223,19.74362828534274
0.7446808510638298,0.31133431498054576,0.7142857142857142,0.2222222222222222,0.0,Member collection word plan.,0.4444444444444445,81.79363563138425
0.2978723404255319,0.9956435849640561,0.7142857142857142,0.1111111111111111,0.0,Step enough information population industry.,0.4444444444444445,28.151645800834967
0.46808510638297873,0.30020978976921886,0.8571428571428571,0.5555555555555556,0.0,Discussion describe majority step paper.,0.4444444444444445,7.732417149411352
0.9361702127659574,0.564997435735378,0.7142857142857142,0.1111111111111111,0.0,Talk Mrs agency go.,0.4444444444444445,50.58108037585243
0.08510638297872342,0.9058731528962027,0.42857142857142855,0.7777777777777777,0.0,Follow film she them attorney old oil.,0.5,57.5747150289619
0.6595744680851064,0.16807062649251925,1.0,0.7777777777777777,1.0,Mean goal street level see year fight.,0.27083333333333337,97.30139592332526
0.17021276595744683,0.201320548577534,0.7142857142857142,0.5555555555555556,0.0,Baby single who talk behind yes produce.,0.3134920634920635,68.87888207046848
0.8297872340425531,0.32699680484182236,0.0,1.0,0.0,Be enough all available positive idea arrive.,0.5606060606060607,10.211767481002065
0.9148936170212766,0.0,0.5714285714285714,0.8888888888888888,1.0,Gun attorney issue.,0.4444444444444445,86.75119960167575
0.9787234042553191,0.1986906431106258,0.8571428571428571,0.4444444444444445,1.0,Government scientist especially discover.,0.4444444444444445,24.993436221889564
0.276595744680851,0.5660300242234637,0.14285714285714285,1.0,1.0,Amount teach somebody quality.,0.4444444444444445,37.07422630317111
0.6595744680851064,0.6822105987688585,1.0,0.5555555555555556,0.0,Base bag difficult as me.,0.08333333333333331,62.38440202975358
0.3191489361702128,0.2046831489446983,1.0,0.4444444444444445,1.0,Common consumer campaign leader.,0.2777777777777778,55.876697763977326
0.17021276595744683,0.034685250203978835,1.0,0.1111111111111111,1.0,Shoulder personal staff ahead dog mission.,0.4444444444444445,69.96857452884755
0.0,0.48620621273623366,0.42857142857142855,0.4444444444444445,0.0,Religious reach player room.,0.4444444444444445,81.32912214679398
0.5957446808510638,0.5517080712505651,0.2857142857142857,0.1111111111111111,1.0,Tonight around create.,0.4444444444444445,11.75163950314937
0.9361702127659574,0.9803070751699348,0.7142857142857142,0.2222222222222222,1.0,Science rest condition do born human.,0.4444444444444445,29.350900179864723
0.36170212765957444,0.314176796818758,0.14285714285714285,0.7777777777777777,1.0,Former international door scene.,0.4444444444444445,6.2418552691082985
0.06382978723404253,0.2472744428022099,0.42857142857142855,0.6666666666666665,1.0,My nature watch fact.,0.4444444444444445,53.918862719072536
0.3829787234042553,0.6009732441574742,0.14285714285714285,0.0,0.0,That throughout debate attorney this.,0.4444444444444445,4.510157310835162
0.8297872340425531,0.4503042245035338,0.2857142857142857,0.2222222222222222,1.0,Much each front.,0.5555555555555556,90.48736355558592
0.8723404255319148,0.19907940941484092,0.5714285714285714,0.5555555555555556,0.0,School difficult behind seem large tend.,0.31746031746031755,62.04065043034158
0.723404255319149,0.5586846822110987,0.14285714285714285,0.5555555555555556,0.0,Season culture place old feeling budget half.,0.425925925925926,29.29563033172425
0.42553191489361697,0.3261132091612443,1.0,0.1111111111111111,1.0,After together door push.,0.4444444444444445,36.30374661122012
0.0,0.3283939577365399,0.2857142857142857,0.7777777777777777,1.0,Congress newspaper sell necessary reduce she he.,0.4444444444444445,90.89777597521142
0.12765957446808507,0.7333525160041212,0.2857142857142857,1.0,0.0,Couple investment most relate method light pick.,0.6944444444444444,2.51316703871195
0.06382978723404253,0.8657746264682664,0.14285714285714285,0.7777777777777777,0.0,Network news rich structure.,0.6527777777777778,12.36767845339115
0.5744680851063829,0.3871755471050713,1.0,0.3333333333333333,1.0,Democratic cell five guess.,0.4444444444444445,19.470719840387503
0.7872340425531915,0.6316204627950563,0.14285714285714285,0.5555555555555556,0.0,Purpose however team collection until.,0.4444444444444445,1.4734651870673132
0.34042553191489355,0.9980161168102379,0.7142857142857142,0.0,0.0,Help remain require eye where.,0.4444444444444445,31.32899228204281
0.7659574468085105,0.7188910514540132,0.42857142857142855,0.8888888888888888,1.0,Friend stay grow practice tax hour.,0.4444444444444445,31.58525347537452
0.5744680851063829,0.417944728615377,1.0,0.3333333333333333,0.0,Rather risk both turn.,0.4444444444444445,63.21255146600182
0.9787234042553191,0.8322303931175317,0.8571428571428571,0.1111111111111111,0.0,Weight green money water positive full range society.,0.5143097643097643,39.00318393712256
0.06382978723404253,0.7911058008396537,0.8571428571428571,1.0,0.0,Form late a no door born since.,0.2777777777777778,52.14211220344368
0.7659574468085105,0.1804915226779208,0.0,0.0,0.0,Until suggest society focus design.,0.4444444444444445,10.77475390398186
0.851063829787234,0.4600622470679656,0.5714285714285714,0.2222222222222222,0.0,Once leave article avoid.,0.4444444444444445,22.085929671816984
0.46808510638297873,0.23449358017107336,0.0,0.0,1.0,Open door wait man can.,0.4444444444444445,47.628533871418455
0.06382978723404253,0.7216592047841992,0.2857142857142857,0.8888888888888888,1.0,From property between last protect religious.,0.4444444444444445,15.520630888643094
0.8297872340425531,0.5388959598625758,1.0,1.0,0.0,Cover each buy apply environment left sign.,0.4444444444444445,14.457675677096285
0.4042553191489362,0.015267343379997245,0.0,0.5555555555555556,1.0,Election cut skin candidate still music determine summer.,0.4444444444444445,14.800104914385424
0.851063829787234,0.41805335796015,0.5714285714285714,0.3333333333333333,1.0,Shake speak dog speech for fast explain.,0.5555555555555556,61.08317938798194
0.1914893617021276,0.5190205548431994,1.0,0.1111111111111111,1.0,Money expert star these hospital control.,0.4444444444444445,9.705332292736536
0.9148936170212766,0.5812190083463067,0.2857142857142857,0.5555555555555556,0.0,Professional her leave country trip would.,0.5,58.43545025657663
0.10638297872340424,0.5077236503421183,0.42857142857142855,0.0,1.0,Buy design human condition set maintain.,0.4444444444444445,85.593110407347
0.9574468085106383,1.0,0.5714285714285714,1.0,0.0,Decide glass brother.,0.4444444444444445,25.63425353383202
0.10638297872340424,0.22878460702701253,0.42857142857142855,0.1111111111111111,0.0,Operation method western somebody.,0.4444444444444445,10.653924107595593
0.5531914893617021,0.7869725480954377,0.14285714285714285,0.7777777777777777,1.0,Attorney spend certain seat only.,0.503968253968254,71.11797034423141
0.6382978723404255,0.9773639588800471,0.2857142857142857,0.0,1.0,Fast situation deal close.,0.5555555555555556,44.20633420063752
0.0,0.4223032712700574,0.42857142857142855,0.0,1.0,See far sense argue a front.,0.5,75.96548628846419
0.2978723404255319,0.050705785205404585,0.42857142857142855,0.5555555555555556,1.0,Ball budget door speak game radio inside.,0.22222222222222224,75.90927716376785
0.04255319148936171,0.11435693722426088,0.8571428571428571,0.5555555555555556,0.0,Industry effect law finish man young even.,0.5,8.625580014163493
0.4893617021276595,0.4232717388387546,0.0,0.4444444444444445,0.0,Thought nice hair federal.,0.7777777777777778,19.997479281989893
0.021276595744680826,0.4831758620039355,0.0,0.1111111111111111,1.0,Customer become three good walk.,0.8333333333333334,30.92729798466541
0.6595744680851064,0.544235618559771,0.14285714285714285,0.6666666666666665,1.0,Them trip me song finish sometimes new.,0.5202020202020202,60.6176494188348
0.1914893617021276,0.4175927664916812,0.14285714285714285,0.0,1.0,Difference truth last chance.,0.4444444444444445,60.48077657851994
0.23404255319148937,0.734006004262393,0.7142857142857142,0.7777777777777777,0.0,Nice among change guy.,0.7777777777777778,34.14410976765937
0.6595744680851064,0.4345079515873189,0.7142857142857142,0.6666666666666665,1.0,Popular cause result it try whom his reflect.,0.7777777777777778,22.23442019547782
0.6170212765957447,0.2576173770769439,0.42857142857142855,0.5555555555555556,1.0,Air spring attack pass way.,0.4444444444444445,8.617420169117352
0.34042553191489355,0.8455535426367247,1.0,0.3333333333333333,0.0,Anything themselves mind he issue piece campaign.,0.4444444444444445,35.99381775936338
0.6382978723404255,0.32984542760080027,0.5714285714285714,0.8888888888888888,0.0,Technology human tough single record mind.,0.3592004703115815,57.8274908269243
0.23404255319148937,0.9143372529115603,0.42857142857142855,0.8888888888888888,0.0,How number over collection.,0.4444444444444445,11.979431653528849
0.21276595744680848,0.13402659848811083,0.8571428571428571,0.4444444444444445,1.0,Husband sit including compare.,0.4444444444444445,5.461551693793176
0.46808510638297873,0.2598622798347512,0.7142857142857142,0.4444444444444445,1.0,Model center support land stay collection.,0.3888888888888889,20.624467023684613
0.0,0.3003620233901214,0.14285714285714285,0.7777777777777777,0.0,Soldier piece music age attorney.,0.4444444444444445,40.4889494737127
0.12765957446808507,0.17537151523254224,0.7142857142857142,0.0,1.0,Doctor north research see control image.,0.4444444444444445,47.9713585632355
0.021276595744680826,0.038430792176451845,0.2857142857142857,0.7777777777777777,1.0,Myself beat light main participant.,0.6018518518518519,18.53604616810596
0.702127659574468,0.6774343521997794,0.14285714285714285,0.2222222222222222,1.0,Half little organization student.,0.3460648148148149,51.369648013395086
0.851063829787234,0.8827065937393914,0.42857142857142855,0.1111111111111111,1.0,Either choose stock relate several more.,0.5833333333333334,51.59992322672176
0.6170212765957447,0.043593285003482585,0.2857142857142857,0.4444444444444445,0.0,Right leg minute deep.,0.5238095238095238,34.40126444531428
0.4893617021276595,0.5975132219821131,0.2857142857142857,0.8888888888888888,0.0,Agency nor they rise fill nature my.,0.4444444444444445,4.9501406714857366
0.9787234042553191,0.67057284513831,1.0,0.8888888888888888,1.0,Song describe test toward.,0.4444444444444445,81.08643057527817
0.34042553191489355,0.4654265786248486,0.2857142857142857,0.7777777777777777,0.0,Agency increase stand many claim service ask.,0.7222222222222223,81.7918700107716
0.702127659574468,0.6826233642350459,0.8571428571428571,0.2222222222222222,1.0,Step property half part explain.,0.3518518518518519,48.88950466207251
0.9574468085106383,0.9116013764459323,0.7142857142857142,0.1111111111111111,0.0,From body Mr through indicate be member.,0.4444444444444445,34.95180537938004
0.6382978723404255,0.373732047404431,0.7142857142857142,0.6666666666666665,0.0,Statement one stage.,0.4444444444444445,93.4994309743482
